run_id,physical_target_identity,perception_target_present,perception_tracking_continuity,prediction_target_present,prediction_semantics_valid,planning_stop_present,planning_stop_target_correct,planning_stop_location_reasonable,planning_trajectory_valid,planning_fallback_status,control_received_relevant_trajectory,control_braking_command_present,control_command_continuity,bridge_payload_received,bridge_payload_applied,physical_response_observed,p_func_verdict,confidence,source_evidence_ids,notes
202607271031,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271031,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271048,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271048,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271054,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271054,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271059,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271059,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271104,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271104,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271108,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271108,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271113,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271113,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271131,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271131,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271202,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271202,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271206,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271206,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271211,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271211,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
202607271643,PARTIAL,PASS,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,UNKNOWN,DEGRADED,DEGRADED,UNKNOWN,UNKNOWN,UNKNOWN,PASS,UNKNOWN,PASS,PARTIAL,MEDIUM,EV.PFUNC.202607271643,Apollo Guardian is not in this path; Bridge reads Control directly. Presence is not correctness.
