run_id,sample_index,t_wall_s,speed_mps,clock_domain,source_file,source_locator,availability,quality_flags
202607271211,0,1785125488.080715,9.057580800704956,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 1,AVAILABLE,
202607271211,1,1785125488.180789,9.143598244349079,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 2,AVAILABLE,
202607271211,2,1785125488.280381,9.231252520780084,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 3,AVAILABLE,
202607271211,3,1785125488.380244,9.315737584404467,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 4,AVAILABLE,
202607271211,4,1785125488.480439,9.39428950933529,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 5,AVAILABLE,
202607271211,5,1785125488.580363,9.469057880668633,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 6,AVAILABLE,
202607271211,6,1785125488.680559,9.545515224241603,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 7,AVAILABLE,
202607271211,7,1785125488.780963,9.626421691036644,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 8,AVAILABLE,
202607271211,8,1785125488.880224,9.713158616014258,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 9,AVAILABLE,
202607271211,9,1785125488.980871,9.802316235974537,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 10,AVAILABLE,
202607271211,10,1785125489.080867,9.873447421899947,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 11,AVAILABLE,
202607271211,11,1785125489.180443,9.903201761318222,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 12,AVAILABLE,
202607271211,12,1785125489.280347,9.766554771241973,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 13,AVAILABLE,
202607271211,13,1785125489.380588,9.4193313050122,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 14,AVAILABLE,
202607271211,14,1785125489.480892,8.977417758340291,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 15,AVAILABLE,
202607271211,15,1785125489.580378,8.502957929581767,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 16,AVAILABLE,
202607271211,16,1785125489.680439,8.02705969654387,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 17,AVAILABLE,
202607271211,17,1785125489.780766,7.564698098544726,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 18,AVAILABLE,
202607271211,18,1785125489.880929,7.37901001111951,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 19,AVAILABLE,
202607271211,19,1785125489.980439,6.587153337450669,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 20,AVAILABLE,
202607271211,20,1785125490.08046,6.021694049047143,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 21,AVAILABLE,
202607271211,21,1785125490.180479,5.6920694777275145,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 22,AVAILABLE,
202607271211,22,1785125490.280411,5.460401170321354,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 23,AVAILABLE,
202607271211,23,1785125490.380473,5.314832470003962,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 24,AVAILABLE,
202607271211,24,1785125490.48024,5.217304704210174,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 25,AVAILABLE,
202607271211,25,1785125490.580256,5.170307356484751,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 26,AVAILABLE,
202607271211,26,1785125490.680358,5.159088849220342,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 27,AVAILABLE,
202607271211,27,1785125490.780544,5.1671488183745815,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 28,AVAILABLE,
202607271211,28,1785125490.880736,5.188885072741484,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 29,AVAILABLE,
202607271211,29,1785125490.980754,5.200426455172141,wall_epoch_s,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,line 30,AVAILABLE,
