run_id,state_variable,window_start_wall,window_end_wall,value_at_fault,value_at_t1,delta,source_file,availability,causal_role,evidence_class,confidence,notes
202607271031,D1,1785119525.4845674,1785119531.831306,,39.89118968607217,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/log/localization.log.INFO.20260727-102803.5453,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271031,V1,1785119525.4845674,1785119531.831306,,15.6231731044574,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/log/localization.log.INFO.20260727-102803.5453,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271031,A1,1785119525.4845674,1785119531.831306,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/log/localization.log.INFO.20260727-102803.5453,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271031,HEADING,1785119525.4845674,1785119531.831306,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/log/localization.log.INFO.20260727-102803.5453,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271031,ROUTE_PROGRESS,1785119525.4845674,1785119531.831306,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271031/log/localization.log.INFO.20260727-102803.5453,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271048,D1,1785120517.7492702,1785120539.235663,,38.74398321009477,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271048,V1,1785120517.7492702,1785120539.235663,,17.290539174968313,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271048,A1,1785120517.7492702,1785120539.235663,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271048,HEADING,1785120517.7492702,1785120539.235663,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271048,ROUTE_PROGRESS,1785120517.7492702,1785120539.235663,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271048/log/localization.log.INFO.20260727-104620.122662,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271054,D1,1785120875.129856,1785120896.447725,,39.631539419332874,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271054,V1,1785120875.129856,1785120896.447725,,17.774502340040492,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271054,A1,1785120875.129856,1785120896.447725,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271054,HEADING,1785120875.129856,1785120896.447725,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271054,ROUTE_PROGRESS,1785120875.129856,1785120896.447725,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/log/localization.log.INFO.20260727-105117.176834,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271059,D1,1785121203.9878867,1785121209.519968,,40.15487249928844,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271059,V1,1785121203.9878867,1785121209.519968,,17.212188241491454,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271059,A1,1785121203.9878867,1785121209.519968,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271059,HEADING,1785121203.9878867,1785121209.519968,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271059,ROUTE_PROGRESS,1785121203.9878867,1785121209.519968,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271104,D1,1785121461.767788,1785121482.765552,,38.78361695724761,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271104,V1,1785121461.767788,1785121482.765552,,17.062364098393616,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271104,A1,1785121461.767788,1785121482.765552,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271104,HEADING,1785121461.767788,1785121482.765552,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271104,ROUTE_PROGRESS,1785121461.767788,1785121482.765552,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271108,D1,1785121734.2969038,1785121755.992713,,38.75948581368456,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271108/log/localization.log.INFO.20260727-110701.340102,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271108,V1,1785121734.2969038,1785121755.992713,,17.431302629246872,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271108/log/localization.log.INFO.20260727-110701.340102,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271108,A1,1785121734.2969038,1785121755.992713,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271108/log/localization.log.INFO.20260727-110701.340102,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271108,HEADING,1785121734.2969038,1785121755.992713,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271108/log/localization.log.INFO.20260727-110701.340102,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271108,ROUTE_PROGRESS,1785121734.2969038,1785121755.992713,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271108/log/localization.log.INFO.20260727-110701.340102,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271113,D1,1785122009.1921613,1785122030.296692,,38.81749065847193,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271113/log/localization.log.INFO.20260727-111139.394230,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271113,V1,1785122009.1921613,1785122030.296692,,17.215204788564396,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271113/log/localization.log.INFO.20260727-111139.394230,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271113,A1,1785122009.1921613,1785122030.296692,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271113/log/localization.log.INFO.20260727-111139.394230,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271113,HEADING,1785122009.1921613,1785122030.296692,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271113/log/localization.log.INFO.20260727-111139.394230,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271113,ROUTE_PROGRESS,1785122009.1921613,1785122030.296692,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271113/log/localization.log.INFO.20260727-111139.394230,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271131,D1,1785123095.9483583,1785123121.945625,,38.258205668761775,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271131,V1,1785123095.9483583,1785123121.945625,,16.080189309222355,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271131,A1,1785123095.9483583,1785123121.945625,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271131,HEADING,1785123095.9483583,1785123121.945625,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271131,ROUTE_PROGRESS,1785123095.9483583,1785123121.945625,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271202,D1,1785124928.5958872,1785124951.594938,,39.61649585117989,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271202/log/localization.log.INFO.20260727-120037.597370,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271202,V1,1785124928.5958872,1785124951.594938,,16.405255054323614,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271202/log/localization.log.INFO.20260727-120037.597370,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271202,A1,1785124928.5958872,1785124951.594938,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271202/log/localization.log.INFO.20260727-120037.597370,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271202,HEADING,1785124928.5958872,1785124951.594938,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271202/log/localization.log.INFO.20260727-120037.597370,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271202,ROUTE_PROGRESS,1785124928.5958872,1785124951.594938,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271202/log/localization.log.INFO.20260727-120037.597370,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271206,D1,1785125204.107671,1785125227.718962,,39.789858291702615,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271206/log/localization.log.INFO.20260727-120456.657888,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271206,V1,1785125204.107671,1785125227.718962,,16.80667764748048,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271206/log/localization.log.INFO.20260727-120456.657888,PARTIAL,POSSIBLE_MEDIATOR,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271206,A1,1785125204.107671,1785125227.718962,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271206/log/localization.log.INFO.20260727-120456.657888,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271206,HEADING,1785125204.107671,1785125227.718962,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271206/log/localization.log.INFO.20260727-120456.657888,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
202607271206,ROUTE_PROGRESS,1785125204.107671,1785125227.718962,,,,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271206/log/localization.log.INFO.20260727-120456.657888,MISSING,UNKNOWN,MISSING,LOW,"Fault precedes t1; value_at_fault is unavailable, so change is not assumed independent."
